pos,or,item_code,quantity,price,amount,discount,department_code,date,time,discount_code,type_code,vat_flag,vat_div,vat_amount,vat_discount,vat_price,transaction_number,product,department_name,discount_name,transaction_type,daypart,payment_code,payment_name,phone_number,branch,revenue
2,"=""00183648""",MP34,2.0,0.0,0.0,0.0,"=""32""",2025-10-02,08:30,1.0,D,0.0,9.333,0.0,0.0,0.0,182532.0,freebrwdcof,MARKETING PROMO,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,0.0
2,"=""00183645""",MPBD06,1.0,389.0,389.0,0.0,"=""32""",2025-10-02,08:03,,D,1.0,9.333,347.321,0.0,347.321,182529.0,bdpkebab,MARKETING PROMO,,Dine-In,Breakfast,1.0,CASH,,CNTRO,389.0
2,"=""00183644""",GB15,1.0,327.0,327.0,0.0,"=""26""",2025-10-02,08:00,,D,1.0,9.333,291.964,0.0,291.964,182528.0,go tapa,GO BIGG,,Dine-In,Breakfast,1.0,CASH,,CNTRO,327.0
2,"=""00183640""",BRK2,2.0,286.0,572.0,0.0,"=""3""",2025-10-02,07:26,,D,1.0,9.333,510.714,0.0,255.357,182524.0,country breakfast,BREAKFAST,,Dine-In,Breakfast,1.0,CASH,,CNTRO,572.0
2,"=""00183638""",BEV6,2.0,97.32,194.64,-38.93,"=""7""",2025-10-02,07:21,1.0,D,0.0,9.33,194.64,0.0,97.32,182522.0,brewed coffee,BEVERAGES,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,194.64
2,"=""00183632""",SNK4,1.0,199.0,199.0,0.0,"=""47""",2025-10-02,06:41,,D,1.0,9.333,177.679,0.0,177.679,182516.0,kani club,SNACKS,,Dine-In,Breakfast,1.0,CASH,,CNTRO,199.0
2,"=""00183627""",BS2,2.0,106.25,212.5,-42.5,"=""6""",2025-10-02,06:00,1.0,D,0.0,9.33,212.5,0.0,106.25,182511.0,tuna sandwich,BURGERS AND SANDWICHES,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,212.5
2,"=""00183619""",PST4,9.0,144.0,1296.0,0.0,"=""4""",2025-10-02,05:10,,T,1.0,9.333,1157.143,0.0,128.571,182503.0,spaghetti w p.bread,PASTA DISHES,,Take-Out,GY,15.0,PAYMAYA,,CNTRO,1296.0
1,"=""00189138""",BEV1,1.0,99.0,99.0,0.0,"=""7""",2025-10-03,20:58,,D,1.0,9.33,88.393,0.0,88.393,187931.0,iced tea,BEVERAGES,,Dine-In,Dinner,1.0,CASH,,CNTRO,99.0
1,"=""00189137""",REP1,3.0,0.0,0.0,0.0,"=""16""",2025-10-03,20:52,,D,1.0,9.333,0.0,0.0,0.0,187930.0,guest count,REPRESENTATION,,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189137""",SLD5,1.0,119.0,119.0,0.0,"=""9""",2025-10-03,20:52,,D,1.0,9.33,106.25,0.0,106.25,187930.0,macaroni salad,SALAD DELIGHTS,,Dine-In,Dinner,1.0,CASH,,CNTRO,119.0
1,"=""00189137""",BEV8,2.0,99.0,198.0,0.0,"=""7""",2025-10-03,20:52,,D,1.0,9.33,176.786,0.0,88.393,187930.0,mountain dew can,BEVERAGES,,Dine-In,Dinner,1.0,CASH,,CNTRO,198.0
1,"=""00189137""",CLM6,1.0,433.0,433.0,0.0,"=""2""",2025-10-03,20:52,,D,1.0,9.333,386.607,0.0,386.607,187930.0,korean spare ribs,CLASSIC MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,433.0
1,"=""00189137""",BEF1,1.0,323.0,323.0,0.0,"=""18""",2025-10-03,20:52,,D,1.0,9.33,288.393,0.0,288.393,187930.0,tenderloin tips,SIZZLERS,,Dine-In,Dinner,1.0,CASH,,CNTRO,323.0
1,"=""00189137""",CLM8,1.0,499.0,499.0,0.0,"=""2""",2025-10-03,20:52,,D,1.0,9.333,445.536,0.0,445.536,187930.0,baby back ribs,CLASSIC MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,499.0
1,"=""00189136""",REP1,1.0,0.0,0.0,0.0,"=""16""",2025-10-03,20:50,,D,1.0,9.333,0.0,0.0,0.0,187929.0,guest count,REPRESENTATION,,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189136""",SAL3,1.0,0.0,0.0,0.0,"=""9""",2025-10-03,20:50,,D,1.0,9.33,0.0,0.0,0.0,187929.0,roasted sesame,SALAD DELIGHTS,,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189136""",SLD7,1.0,189.0,189.0,0.0,"=""9""",2025-10-03,20:50,,D,1.0,9.33,168.75,0.0,168.75,187929.0,nena's harvest,SALAD DELIGHTS,,Dine-In,Dinner,1.0,CASH,,CNTRO,189.0
1,"=""00189136""",BRK11,1.0,119.0,119.0,0.0,"=""3""",2025-10-03,20:50,,D,1.0,9.33,106.25,0.0,106.25,187929.0,goto w egg,BREAKFAST,,Dine-In,Dinner,1.0,CASH,,CNTRO,119.0
1,"=""00189136""",BRK1,1.0,297.0,297.0,0.0,"=""3""",2025-10-03,20:50,,D,1.0,9.333,265.179,0.0,265.179,187929.0,american slam,BREAKFAST,,Dine-In,Dinner,1.0,CASH,,CNTRO,297.0
1,"=""00189135""",XTR7,1.0,0.0,0.0,0.0,"=""8""",2025-10-03,20:49,,D,1.0,9.33,0.0,0.0,0.0,187928.0,herbmayo,EXTRAS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,0.0
1,"=""00189135""",XTR6,1.0,99.0,99.0,0.0,"=""8""",2025-10-03,20:49,,D,1.0,9.33,88.393,0.0,88.393,187928.0,french fries,EXTRAS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,99.0
1,"=""00189135""",CHM6,1.0,174.0,174.0,0.0,"=""1""",2025-10-03,20:49,,D,1.0,9.33,155.357,0.0,155.357,187928.0,1pc bigg cajun chicken,CHICKEN MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,174.0
1,"=""00189134""",BL2,1.0,0.01,0.01,0.0,"=""23""",2025-10-03,20:46,,T,1.0,9.333,0.009,0.0,0.009,187927.0,free spaghetti,BIGGS LOYALTY,,Take-Out,Dinner,18.0,BIGGS LOYALTY,,CNTRO,0.01
1,"=""00189133""",46,1.0,0.0,0.0,0.0,"=""30""",2025-10-03,20:45,,D,1.0,9.333,0.0,0.0,0.0,187926.0,super hot,MODIFIER,,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189131""",REP1,5.0,0.0,0.0,0.0,"=""16""",2025-10-03,20:44,,D,1.0,9.333,0.0,0.0,0.0,187924.0,guest count,REPRESENTATION,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,0.0
1,"=""00189131""",BEV1,5.0,99.0,495.0,0.0,"=""7""",2025-10-03,20:44,,D,1.0,9.33,441.964,0.0,88.393,187924.0,iced tea,BEVERAGES,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,495.0
1,"=""00189131""",CHM4,1.0,149.0,149.0,0.0,"=""1""",2025-10-03,20:44,,D,1.0,9.33,133.036,0.0,133.036,187924.0,1pc bigg chicken,CHICKEN MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,149.0
1,"=""00189131""",CHM2,1.0,342.0,342.0,0.0,"=""1""",2025-10-03,20:44,,D,1.0,9.33,305.357,0.0,305.357,187924.0,bigg deal,CHICKEN MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,342.0
1,"=""00189131""",XTR8,4.0,39.0,156.0,0.0,"=""8""",2025-10-03,20:44,,D,1.0,9.333,139.286,0.0,34.821,187924.0,plain rice,EXTRAS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,156.0
1,"=""00189131""",CHM30,2.0,278.0,556.0,0.0,"=""1""",2025-10-03,20:44,,D,1.0,9.33,496.429,0.0,248.214,187924.0,2pc bigg chicken,CHICKEN MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,556.0
1,"=""00189130""",XTR29,1.0,40.0,40.0,0.0,"=""8""",2025-10-03,20:42,,D,1.0,9.333,35.714,0.0,35.714,187923.0,herb mayo,EXTRAS,,Dine-In,Dinner,1.0,CASH,,CNTRO,40.0
1,"=""00189130""",CHM11,1.0,267.0,267.0,0.0,"=""1""",2025-10-03,20:42,,D,1.0,9.33,238.393,0.0,238.393,187923.0,spaghetti platter,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,267.0
1,"=""00189128""",BEV2,1.0,99.0,99.0,0.0,"=""7""",2025-10-03,20:41,,D,1.0,9.33,88.393,0.0,88.393,187921.0,pineapple juice,BEVERAGES,,Dine-In,Dinner,1.0,CASH,,CNTRO,99.0
1,"=""00189128""",CHM4,2.0,149.0,298.0,0.0,"=""1""",2025-10-03,20:41,,D,1.0,9.33,266.071,0.0,133.036,187921.0,1pc bigg chicken,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,298.0
1,"=""00189127""",XTR8,1.0,39.0,39.0,0.0,"=""8""",2025-10-03,20:40,,D,1.0,9.333,34.821,0.0,34.821,187920.0,plain rice,EXTRAS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,39.0
1,"=""00189127""",CHM9,1.0,238.0,238.0,0.0,"=""1""",2025-10-03,20:40,,D,1.0,9.333,212.5,0.0,212.5,187920.0,double treat,CHICKEN MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,238.0
1,"=""00189126""",SDis- 20.00%,1.0,20.0,-267.51,0.0,"=""""",2025-10-03,20:39,14.0,D,,0.0,-267.51,0.0,0.0,187919.0,nan,,PWD 20% DISCOUNT,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,20.0
1,"=""00189126""",BEF2,1.0,296.43,296.43,-59.29,"=""18""",2025-10-03,20:39,14.0,D,0.0,9.33,296.43,0.0,296.43,187919.0,beef salpicao,SIZZLERS,PWD 20% DISCOUNT,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,296.43
1,"=""00189126""",BS2,1.0,106.25,106.25,-21.25,"=""6""",2025-10-03,20:39,14.0,D,0.0,9.33,106.25,0.0,106.25,187919.0,tuna sandwich,BURGERS AND SANDWICHES,PWD 20% DISCOUNT,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,106.25
1,"=""00189126""",CLM2,1.0,297.32,297.32,-59.46,"=""2""",2025-10-03,20:39,14.0,D,0.0,9.333,297.32,0.0,297.32,187919.0,pork kebabs,CLASSIC MEALS,PWD 20% DISCOUNT,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,297.32
1,"=""00189126""",CLM11,1.0,327.68,327.68,-65.54,"=""2""",2025-10-03,20:39,14.0,D,0.0,9.333,327.68,0.0,327.68,187919.0,tuna salpicao,CLASSIC MEALS,PWD 20% DISCOUNT,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,327.68
1,"=""00189125""",REP1,2.0,0.0,0.0,0.0,"=""16""",2025-10-03,20:35,1.0,D,0.0,9.333,0.0,0.0,0.0,187918.0,guest count,REPRESENTATION,SNR CTZN 20%,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189125""",BRK11,2.0,106.25,212.5,-42.5,"=""3""",2025-10-03,20:35,1.0,D,0.0,9.33,212.5,0.0,106.25,187918.0,goto w egg,BREAKFAST,SNR CTZN 20%,Dine-In,Dinner,1.0,CASH,,CNTRO,212.5
1,"=""00189124""",CHM7,1.0,229.0,229.0,0.0,"=""1""",2025-10-03,20:34,,D,1.0,9.333,204.464,0.0,204.464,187917.0,bt-macaroni,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,229.0
1,"=""00189123""",SID2,1.0,59.0,59.0,0.0,"=""10""",2025-10-03,20:27,,T,1.0,9.333,52.679,0.0,52.679,187916.0,oriental salad,SIDINGS,,Take-Out,Dinner,1.0,CASH,,CNTRO,59.0
1,"=""00189123""",CHM5,1.0,328.0,328.0,0.0,"=""1""",2025-10-03,20:27,,T,1.0,9.33,292.857,0.0,292.857,187916.0,2pc bigg cajun chicken,CHICKEN MEALS,,Take-Out,Dinner,1.0,CASH,,CNTRO,328.0
1,"=""00189122""",BL1,1.0,0.01,0.01,0.0,"=""23""",2025-10-03,20:26,,D,1.0,9.33,0.009,0.0,0.009,187915.0,free pj,BIGGS LOYALTY,,Dine-In,Dinner,18.0,BIGGS LOYALTY,,CNTRO,0.01
1,"=""00189121""",CLM1,1.0,333.0,333.0,0.0,"=""2""",2025-10-03,20:25,,D,1.0,9.333,297.321,0.0,297.321,187914.0,pork cordon bleu,CLASSIC MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,333.0
1,"=""00189118""",CLM10,1.0,364.0,364.0,0.0,"=""2""",2025-10-03,20:17,,T,1.0,9.333,325.0,0.0,325.0,187911.0,tanguegui steak,CLASSIC MEALS,,Take-Out,Dinner,1.0,CASH,,CNTRO,364.0
1,"=""00189117""",BEV1,2.0,99.0,198.0,0.0,"=""7""",2025-10-03,20:16,,D,1.0,9.33,176.786,0.0,88.393,187910.0,iced tea,BEVERAGES,,Dine-In,Dinner,1.0,CASH,,CNTRO,198.0
1,"=""00189117""",CHM6,2.0,174.0,348.0,0.0,"=""1""",2025-10-03,20:16,,D,1.0,9.33,310.714,0.0,155.357,187910.0,1pc bigg cajun chicken,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,348.0
1,"=""00189117""",PST4,1.0,144.0,144.0,0.0,"=""4""",2025-10-03,20:16,,D,1.0,9.333,128.571,0.0,128.571,187910.0,spaghetti w p.bread,PASTA DISHES,,Dine-In,Dinner,1.0,CASH,,CNTRO,144.0
1,"=""00189117""",CHM30,1.0,278.0,278.0,0.0,"=""1""",2025-10-03,20:16,,D,1.0,9.33,248.214,0.0,248.214,187910.0,2pc bigg chicken,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,278.0
1,"=""00189116""",DEL70,1.0,169.0,169.0,0.0,"=""41""",2025-10-03,20:09,,T,1.0,9.333,150.893,0.0,150.893,187909.0,spagheti,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,169.0
1,"=""00189115""",BS4,1.0,119.0,119.0,0.0,"=""6""",2025-10-03,20:06,,T,1.0,9.33,106.25,0.0,106.25,,cheesy burger,BURGERS AND SANDWICHES,,Take-Out,Dinner,,,,CNTRO,119.0
1,"=""00189113""",XTR10,1.0,49.0,49.0,0.0,"=""8""",2025-10-03,20:04,,D,1.0,9.333,43.75,0.0,43.75,187908.0,java rice,EXTRAS,,Dine-In,Dinner,1.0,CASH,,CNTRO,49.0
1,"=""00189111""",CHM10,1.0,263.0,263.0,0.0,"=""1""",2025-10-03,20:00,,T,1.0,9.33,234.821,0.0,234.821,187906.0,carbo w chicken,CHICKEN MEALS,,Take-Out,Dinner,1.0,CASH,,CNTRO,263.0
1,"=""00189110""",SUP5,1.0,89.0,89.0,0.0,"=""11""",2025-10-03,19:57,,T,1.0,9.333,79.464,0.0,79.464,187905.0,pumpkin soup,SOUP,,Take-Out,Dinner,1.0,CASH,,CNTRO,89.0
1,"=""00189109""",DEL18,1.0,404.0,404.0,0.0,"=""41""",2025-10-03,19:54,,T,1.0,9.333,360.714,0.0,360.714,187904.0,tanguigui steak,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,404.0
1,"=""00189109""",DEL77,1.0,229.0,229.0,0.0,"=""41""",2025-10-03,19:54,,T,1.0,9.33,204.464,0.0,204.464,187904.0,nenas harvest,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,229.0
1,"=""00189109""",DEL171,1.0,159.0,159.0,0.0,"=""41""",2025-10-03,19:54,,T,1.0,9.333,141.964,0.0,141.964,187904.0,sweet black,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,159.0
1,"=""00189109""",DEL21,1.0,388.0,388.0,0.0,"=""41""",2025-10-03,19:54,,T,1.0,9.333,346.429,0.0,346.429,187904.0,pork cordon,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,388.0
1,"=""00189108""",REP1,4.0,0.0,0.0,0.0,"=""16""",2025-10-03,19:52,,D,1.0,9.333,0.0,0.0,0.0,187903.0,guest count,REPRESENTATION,,Dine-In,Dinner,1.0,CASH,,CNTRO,0.0
1,"=""00189108""",BEV8,3.0,99.0,297.0,0.0,"=""7""",2025-10-03,19:52,,D,1.0,9.33,265.179,0.0,88.393,187903.0,mountain dew can,BEVERAGES,,Dine-In,Dinner,1.0,CASH,,CNTRO,297.0
1,"=""00189107""",XTR8,2.0,39.0,78.0,0.0,"=""8""",2025-10-03,19:50,,D,1.0,9.333,69.643,0.0,34.821,187902.0,plain rice,EXTRAS,,Dine-In,Dinner,1.0,CASH,,CNTRO,78.0
1,"=""00189105""",BEV4,1.0,89.0,89.0,-7.12,"=""7""",2025-10-03,19:48,50.0,D,1.0,9.33,79.464,-0.763,79.464,187900.0,hot choco,BEVERAGES,8% ADNUGAA,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,89.0
1,"=""00189105""",CHM6,4.0,174.0,696.0,-55.68,"=""1""",2025-10-03,19:48,50.0,D,1.0,9.33,621.429,-5.966,155.357,187900.0,1pc bigg cajun chicken,CHICKEN MEALS,8% ADNUGAA,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,696.0
1,"=""00189104""",SNK4,1.0,199.0,199.0,0.0,"=""47""",2025-10-03,19:46,,D,1.0,9.333,177.679,0.0,177.679,187899.0,kani club,SNACKS,,Dine-In,Dinner,1.0,CASH,,CNTRO,199.0
1,"=""00189100""",BEF5,1.0,342.0,342.0,0.0,"=""18""",2025-10-03,19:41,,D,1.0,9.33,305.357,0.0,305.357,187895.0,smoked chicken,SIZZLERS,,Dine-In,Dinner,1.0,CASH,,CNTRO,342.0
1,"=""00189099""",SID8,1.0,129.0,129.0,0.0,"=""4""",2025-10-03,19:38,,D,1.0,9.33,115.179,0.0,115.179,187894.0,bacon mac n cheese,PASTA DISHES,,Dine-In,Dinner,22.0,PAYLORO,,CNTRO,129.0
1,"=""00189097""",DEL99,1.0,30.0,30.0,0.0,"=""41""",2025-10-03,19:34,,T,1.0,9.333,26.786,0.0,26.786,187892.0,plain to java,FOOD PANDA,,Take-Out,Dinner,11.0,FOOD PANDA,,CNTRO,30.0
1,"=""00189095""",CHM9,4.0,238.0,952.0,0.0,"=""1""",2025-10-03,19:23,,T,1.0,9.333,850.0,0.0,212.5,187890.0,double treat,CHICKEN MEALS,,Take-Out,Dinner,15.0,PAYMAYA,,CNTRO,952.0
1,"=""00189095""",BEV2,2.0,99.0,198.0,0.0,"=""7""",2025-10-03,19:23,,D,1.0,9.33,176.786,0.0,88.393,187890.0,pineapple juice,BEVERAGES,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,198.0
1,"=""00189095""",SAL4,1.0,0.0,0.0,0.0,"=""9""",2025-10-03,19:23,,D,1.0,9.33,0.0,0.0,0.0,187890.0,thousand island,SALAD DELIGHTS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,0.0
1,"=""00189095""",SLD1,1.0,189.0,189.0,0.0,"=""9""",2025-10-03,19:23,,D,1.0,9.33,168.75,0.0,168.75,187890.0,southwest salad,SALAD DELIGHTS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,189.0
1,"=""00189094""",SID4,2.0,59.0,118.0,0.0,"=""10""",2025-10-03,19:20,,D,1.0,9.33,105.357,0.0,52.679,187889.0,mac salad,SIDINGS,,Dine-In,Dinner,1.0,CASH,,CNTRO,118.0
1,"=""00189093""",BEV2,3.0,99.0,297.0,0.0,"=""7""",2025-10-03,19:19,,D,1.0,9.33,265.179,0.0,88.393,187888.0,pineapple juice,BEVERAGES,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,297.0
1,"=""00189093""",CLM1,2.0,333.0,666.0,0.0,"=""2""",2025-10-03,19:19,,D,1.0,9.333,594.643,0.0,297.321,187888.0,pork cordon bleu,CLASSIC MEALS,,Dine-In,Dinner,15.0,PAYMAYA,,CNTRO,666.0
1,"=""00189090""",CLM3,2.0,333.0,666.0,0.0,"=""2""",2025-10-03,19:16,,D,1.0,9.333,594.643,0.0,297.321,187885.0,bicol special,CLASSIC MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,666.0
1,"=""00189087""",CLM7,1.0,323.0,323.0,0.0,"=""2""",2025-10-03,19:11,,D,1.0,9.33,288.393,0.0,288.393,187882.0,salisbury steak,CLASSIC MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,323.0
1,"=""00189087""",BS3,1.0,109.0,109.0,0.0,"=""6""",2025-10-03,19:11,,D,1.0,9.33,97.321,0.0,97.321,187882.0,classic burger,BURGERS AND SANDWICHES,,Dine-In,Dinner,1.0,CASH,,CNTRO,109.0
1,"=""00189085""",CHM3,1.0,298.0,298.0,0.0,"=""1""",2025-10-03,19:09,,D,1.0,9.33,266.071,0.0,266.071,187880.0,chicken-kebab meal,CHICKEN MEALS,,Dine-In,Dinner,1.0,CASH,,CNTRO,298.0
1,"=""00189083""",GB13,1.0,383.0,383.0,0.0,"=""26""",2025-10-03,18:56,,D,1.0,9.333,341.964,0.0,341.964,187878.0,go tips,GO BIGG,,Dine-In,PM Snack,1.0,CASH,,CNTRO,383.0
1,"=""00189082""",CKS5,1.0,179.0,179.0,0.0,"=""12""",2025-10-03,18:51,,D,1.0,9.33,159.821,0.0,159.821,187877.0,carrot cake,CAKES,,Dine-In,PM Snack,1.0,CASH,,CNTRO,179.0
1,"=""00189080""",DEL163,1.0,0.0,0.0,0.0,"=""41""",2025-10-03,18:45,,T,1.0,9.333,0.0,0.0,0.0,187875.0,without cutlery,FOOD PANDA,,Take-Out,PM Snack,11.0,FOOD PANDA,,CNTRO,0.0
1,"=""00189080""",DEL186,1.0,204.0,204.0,0.0,"=""41""",2025-10-03,18:45,,T,1.0,9.333,182.143,0.0,182.143,187875.0,go spag,FOOD PANDA,,Take-Out,PM Snack,11.0,FOOD PANDA,,CNTRO,204.0
1,"=""00189079""",PST1,1.0,101.79,101.79,-20.36,"=""4""",2025-10-03,18:34,14.0,D,0.0,9.333,101.79,0.0,101.79,187874.0,spaghetti,PASTA DISHES,PWD 20% DISCOUNT,Dine-In,PM Snack,15.0,PAYMAYA,,CNTRO,101.79
1,"=""00189074""",BEV3,3.0,49.0,147.0,0.0,"=""7""",2025-10-03,17:59,,D,1.0,9.33,131.25,0.0,43.75,187869.0,mineral water,BEVERAGES,,Dine-In,PM Snack,1.0,CASH,,CNTRO,147.0
1,"=""00189074""",CLM10,2.0,364.0,728.0,0.0,"=""2""",2025-10-03,17:59,,D,1.0,9.333,650.0,0.0,325.0,187869.0,tanguegui steak,CLASSIC MEALS,,Dine-In,PM Snack,1.0,CASH,,CNTRO,728.0
1,"=""00189073""",BEV3,2.0,43.75,87.5,-17.5,"=""7""",2025-10-03,17:59,1.0,D,0.0,9.33,87.5,0.0,43.75,187868.0,mineral water,BEVERAGES,SNR CTZN 20%,Dine-In,PM Snack,1.0,CASH,,CNTRO,87.5
1,"=""00189073""",CLM8,2.0,445.54,891.07,-178.21,"=""2""",2025-10-03,17:59,1.0,D,0.0,9.333,891.07,0.0,445.54,187868.0,baby back ribs,CLASSIC MEALS,SNR CTZN 20%,Dine-In,PM Snack,1.0,CASH,,CNTRO,891.08
1,"=""00189072""",BRK10,1.0,88.39,88.39,-17.68,"=""3""",2025-10-03,17:57,14.0,T,0.0,9.33,88.39,0.0,88.39,187867.0,goto,BREAKFAST,PWD 20% DISCOUNT,Take-Out,PM Snack,1.0,CASH,,CNTRO,88.39
1,"=""00189071""",BRK2,1.0,255.36,255.36,-51.07,"=""3""",2025-10-03,17:54,14.0,D,0.0,9.333,255.36,0.0,255.36,187866.0,country breakfast,BREAKFAST,PWD 20% DISCOUNT,Dine-In,PM Snack,1.0,CASH,,CNTRO,255.36
1,"=""00189068""",SUP5,2.0,89.0,178.0,0.0,"=""11""",2025-10-03,17:38,,D,1.0,9.333,158.929,0.0,79.464,187863.0,pumpkin soup,SOUP,,Dine-In,PM Snack,1.0,CASH,,CNTRO,178.0
1,"=""00189066""",REPXTR30,9.0,0.0,0.0,0.0,"=""16""",2025-10-03,17:31,,D,1.0,9.333,0.0,0.0,0.0,187861.0,gravy,REPRESENTATION,,Dine-In,PM Snack,2.0,REPRESENTATION,,CNTRO,0.0
1,"=""00189066""",REPXTR30,1.0,0.01,0.01,0.0,"=""16""",2025-10-03,17:31,,D,1.0,9.333,0.009,0.0,0.009,187861.0,gravy,REPRESENTATION,,Dine-In,PM Snack,2.0,REPRESENTATION,,CNTRO,0.01
1,"=""00189064""",GB18,1.0,133.04,133.04,-26.61,"=""26""",2025-10-03,17:24,14.0,D,0.0,9.33,133.04,0.0,133.04,187859.0,go tuna sandwich,GO BIGG,PWD 20% DISCOUNT,Dine-In,PM Snack,1.0,CASH,,CNTRO,133.04
1,"=""00189063""",REPCHM4,1.0,0.01,0.01,0.0,"=""16""",2025-10-03,17:23,,D,1.0,9.333,0.009,0.0,0.009,187858.0,crispy chicken 1pc,REPRESENTATION,,Dine-In,PM Snack,2.0,REPRESENTATION,,CNTRO,0.01
1,"=""00189056""",REP1,6.0,0.0,0.0,0.0,"=""16""",2025-10-03,16:09,,D,1.0,9.333,0.0,0.0,0.0,187851.0,guest count,REPRESENTATION,,Dine-In,PM Snack,1.0,CASH,,CNTRO,0.0
1,"=""00189056""",BEV3,1.0,49.0,49.0,0.0,"=""7""",2025-10-03,16:09,,D,1.0,9.33,43.75,0.0,43.75,187851.0,mineral water,BEVERAGES,,Dine-In,PM Snack,1.0,CASH,,CNTRO,49.0
1,"=""00189056""",CHM4,5.0,149.0,745.0,0.0,"=""1""",2025-10-03,16:09,,D,1.0,9.33,665.179,0.0,133.036,187851.0,1pc bigg chicken,CHICKEN MEALS,,Dine-In,PM Snack,1.0,CASH,,CNTRO,745.0
1,"=""00189055""",BEV6,1.0,97.32,97.32,-19.46,"=""7""",2025-10-03,16:05,1.0,D,0.0,9.33,97.32,0.0,97.32,187850.0,brewed coffee,BEVERAGES,SNR CTZN 20%,Dine-In,PM Snack,15.0,PAYMAYA,,CNTRO,97.32
1,"=""00189054""",BS10,1.0,264.0,264.0,0.0,"=""6""",2025-10-03,16:00,,D,1.0,9.33,235.714,0.0,235.714,187849.0,extrme platter,BURGERS AND SANDWICHES,,Dine-In,PM Snack,1.0,CASH,,CNTRO,264.0
1,"=""00189051""",BULK11,1.0,500.0,500.0,0.0,"=""40""",2025-10-03,15:52,,D,1.0,9.333,446.429,0.0,446.429,187846.0,hour extension,BULK ORDERS,,Dine-In,PM Snack,1.0,CASH,,CNTRO,500.0
1,"=""00189051""",RND8,1.0,1500.0,1500.0,0.0,"=""14""",2025-10-03,15:52,,D,1.0,9.333,1339.286,0.0,1339.286,187846.0,rental fee,FUNCTION,,Dine-In,PM Snack,1.0,CASH,,CNTRO,1500.0
1,"=""00189051""",BEF2,8.0,332.0,2656.0,0.0,"=""18""",2025-10-03,15:52,,D,1.0,9.33,2371.429,0.0,296.429,187846.0,beef salpicao,SIZZLERS,,Dine-In,PM Snack,1.0,CASH,,CNTRO,2656.0
1,"=""00189051""",CKS1,1.0,179.0,179.0,0.0,"=""12""",2025-10-03,15:52,,D,1.0,9.33,159.821,0.0,159.821,187846.0,psychocolate cake,CAKES,,Dine-In,PM Snack,1.0,CASH,,CNTRO,179.0
1,"=""00189051""",BRK9,1.0,267.0,267.0,0.0,"=""3""",2025-10-03,15:52,,D,1.0,9.333,238.393,0.0,238.393,187846.0,tapsilog,BREAKFAST,,Dine-In,PM Snack,1.0,CASH,,CNTRO,267.0
